Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered,Total_Active
02-01-2020,,,South Korea,12.0,0.0,0.0,
02-01-2020,,Taiwan,Taiwan,10.0,0.0,0.0,
02-01-2020,,Qinghai,Mainland China,9.0,0.0,0.0,
02-01-2020,,,Malaysia,8.0,0.0,0.0,
02-01-2020,,,Germany,8.0,0.0,0.0,
02-01-2020,,Macau,Macau,7.0,0.0,0.0,
02-01-2020,,,France,6.0,0.0,0.0,
02-01-2020,,,Vietnam,6.0,0.0,1.0,
02-01-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-01-2020,,Victoria,Australia,4.0,0.0,0.0,
02-01-2020,,,United Arab Emirates,4.0,0.0,0.0,
02-01-2020,,Queensland,Australia,3.0,0.0,0.0,
02-01-2020,,Ontario,Canada,3.0,0.0,0.0,
02-01-2020,,,Italy,2.0,0.0,0.0,
02-01-2020,,,Russia,2.0,0.0,0.0,
02-01-2020,,,UK,2.0,0.0,0.0,
02-01-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-01-2020,,South Australia,Australia,1.0,0.0,0.0,
02-01-2020,,,Cambodia,1.0,0.0,0.0,
02-01-2020,,British Columbia,Canada,1.0,0.0,0.0,
02-01-2020,,,Finland,1.0,0.0,0.0,
02-01-2020,,,India,1.0,0.0,0.0,
02-01-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-01-2020,,,Nepal,1.0,0.0,0.0,
02-01-2020,,,Philippines,1.0,0.0,0.0,
02-01-2020,,,Spain,1.0,0.0,0.0,
02-01-2020,,,Sri Lanka,1.0,0.0,0.0,
02-01-2020,,,Sweden,1.0,0.0,0.0,
02-01-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-01-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-01-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-01-2020,,"Santa Clara, CA",US,1.0,0.0,0.0,
02-01-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-01-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-02-2020,,Hubei,Mainland China,11177.0,350.0,295.0,
02-02-2020,,Zhejiang,Mainland China,661.0,0.0,32.0,
02-02-2020,,Guangdong,Mainland China,632.0,0.0,15.0,
02-02-2020,,Henan,Mainland China,493.0,2.0,10.0,
02-02-2020,,Hunan,Mainland China,463.0,0.0,16.0,
02-02-2020,,Anhui,Mainland China,340.0,0.0,7.0,
02-02-2020,,Jiangxi,Mainland China,333.0,0.0,12.0,
02-02-2020,,Chongqing,Mainland China,300.0,2.0,7.0,
02-02-2020,,Jiangsu,Mainland China,236.0,0.0,7.0,
02-02-2020,,Sichuan,Mainland China,231.0,1.0,11.0,
02-02-2020,,Shandong,Mainland China,230.0,0.0,6.0,
02-02-2020,,Beijing,Mainland China,191.0,1.0,9.0,
02-02-2020,,Shanghai,Mainland China,182.0,1.0,10.0,
02-02-2020,,Fujian,Mainland China,159.0,0.0,0.0,
02-02-2020,,Shaanxi,Mainland China,116.0,0.0,0.0,
02-02-2020,,Guangxi,Mainland China,111.0,0.0,2.0,
02-02-2020,,Yunnan,Mainland China,105.0,0.0,3.0,
02-02-2020,,Hebei,Mainland China,104.0,1.0,3.0,
02-02-2020,,Heilongjiang,Mainland China,95.0,2.0,2.0,
02-02-2020,,Liaoning,Mainland China,70.0,0.0,1.0,
02-02-2020,,Shanxi,Mainland China,66.0,0.0,3.0,
02-02-2020,,Hainan,Mainland China,64.0,1.0,4.0,
02-02-2020,,Gansu,Mainland China,51.0,0.0,3.0,
02-02-2020,,Tianjin,Mainland China,48.0,0.0,1.0,
02-02-2020,,Guizhou,Mainland China,38.0,0.0,2.0,
02-02-2020,,Ningxia,Mainland China,28.0,0.0,0.0,
02-02-2020,,Inner Mongolia,Mainland China,27.0,0.0,1.0,
02-02-2020,,Jilin,Mainland China,23.0,0.0,1.0,
02-02-2020,,Xinjiang,Mainland China,21.0,0.0,0.0,
02-02-2020,,,Japan,20.0,0.0,1.0,
02-02-2020,,,Thailand,19.0,0.0,5.0,
02-02-2020,,,Singapore,18.0,0.0,0.0,
02-02-2020,,Hong Kong,Hong Kong,15.0,0.0,0.0,
02-02-2020,,,South Korea,15.0,0.0,0.0,
02-02-2020,,Qinghai,Mainland China,11.0,0.0,0.0,
02-02-2020,,,Germany,10.0,0.0,0.0,
02-02-2020,,Taiwan,Taiwan,10.0,0.0,0.0,
02-02-2020,,Macau,Macau,8.0,0.0,0.0,
02-02-2020,,,Malaysia,8.0,0.0,0.0,
02-02-2020,,,France,6.0,0.0,0.0,
02-02-2020,,,Vietnam,6.0,0.0,1.0,
02-02-2020,,,United Arab Emirates,5.0,0.0,0.0,
02-02-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-02-2020,,Victoria,Australia,4.0,0.0,0.0,
02-02-2020,,Ontario,Canada,3.0,0.0,0.0,
02-02-2020,,Queensland,Australia,2.0,0.0,0.0,
02-02-2020,,South Australia,Australia,2.0,0.0,0.0,
02-02-2020,,,India,2.0,0.0,0.0,
02-02-2020,,,Italy,2.0,0.0,0.0,
02-02-2020,,,Philippines,2.0,1.0,0.0,
02-02-2020,,,Russia,2.0,0.0,0.0,
02-02-2020,,,UK,2.0,0.0,0.0,
02-02-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-02-2020,,,Cambodia,1.0,0.0,0.0,
02-02-2020,,British Columbia,Canada,1.0,0.0,0.0,
02-02-2020,,,Finland,1.0,0.0,0.0,
02-02-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-02-2020,,,Nepal,1.0,0.0,0.0,
02-02-2020,,,Spain,1.0,0.0,0.0,
02-02-2020,,,Sri Lanka,1.0,0.0,0.0,
02-02-2020,,,Sweden,1.0,0.0,0.0,
02-02-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-02-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-02-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-02-2020,,"Santa Clara, CA",US,1.0,0.0,0.0,
02-02-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-02-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-03-2020,,Hubei,Mainland China,13522.0,414.0,386.0,
02-03-2020,,Guangdong,Mainland China,725.0,0.0,21.0,
02-03-2020,,Zhejiang,Mainland China,724.0,0.0,43.0,
02-03-2020,,Henan,Mainland China,566.0,2.0,16.0,
02-03-2020,,Hunan,Mainland China,521.0,0.0,22.0,
02-03-2020,,Anhui,Mainland China,408.0,0.0,14.0,
02-03-2020,,Jiangxi,Mainland China,391.0,0.0,18.0,
02-03-2020,,Chongqing,Mainland China,337.0,2.0,9.0,
02-03-2020,,Jiangsu,Mainland China,271.0,0.0,8.0,
02-03-2020,,Shandong,Mainland China,259.0,0.0,7.0,
02-03-2020,,Sichuan,Mainland China,254.0,1.0,14.0,
02-03-2020,,Beijing,Mainland China,212.0,1.0,12.0,
02-03-2020,,Shanghai,Mainland China,203.0,1.0,10.0,
02-03-2020,,Fujian,Mainland China,179.0,0.0,1.0,
02-03-2020,,Shaanxi,Mainland China,128.0,0.0,0.0,
02-03-2020,,Guangxi,Mainland China,127.0,0.0,7.0,
02-03-2020,,Heilongjiang,Mainland China,121.0,2.0,2.0,
02-03-2020,,Yunnan,Mainland China,117.0,0.0,5.0,
02-03-2020,,Hebei,Mainland China,113.0,1.0,3.0,
02-03-2020,,Liaoning,Mainland China,74.0,0.0,1.0,
02-03-2020,,Shanxi,Mainland China,74.0,0.0,2.0,
02-03-2020,,Hainan,Mainland China,72.0,1.0,4.0,
02-03-2020,,Tianjin,Mainland China,60.0,0.0,1.0,
02-03-2020,,Gansu,Mainland China,55.0,0.0,3.0,
02-03-2020,,Guizhou,Mainland China,46.0,0.0,2.0,
02-03-2020,,Inner Mongolia,Mainland China,34.0,0.0,1.0,
02-03-2020,,Jilin,Mainland China,31.0,0.0,1.0,
02-03-2020,,Ningxia,Mainland China,31.0,0.0,1.0,
02-03-2020,,Xinjiang,Mainland China,24.0,0.0,0.0,
02-03-2020,,,Japan,20.0,0.0,1.0,
02-03-2020,,,Thailand,19.0,0.0,5.0,
02-03-2020,,,Singapore,18.0,0.0,0.0,
02-03-2020,,Hong Kong,Hong Kong,15.0,0.0,0.0,
02-03-2020,,,South Korea,15.0,0.0,0.0,
02-03-2020,,Qinghai,Mainland China,13.0,0.0,0.0,
02-03-2020,,,Germany,12.0,0.0,0.0,
02-03-2020,,Taiwan,Taiwan,10.0,0.0,0.0,
02-03-2020,,Macau,Macau,8.0,0.0,0.0,
02-03-2020,,,Malaysia,8.0,0.0,0.0,
02-03-2020,,,Vietnam,8.0,0.0,1.0,
02-03-2020,,,France,6.0,0.0,0.0,
02-03-2020,,,United Arab Emirates,5.0,0.0,0.0,
02-03-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-03-2020,,Victoria,Australia,4.0,0.0,0.0,
02-03-2020,,Ontario,Canada,3.0,0.0,0.0,
02-03-2020,,,India,3.0,0.0,0.0,
02-03-2020,,Queensland,Australia,2.0,0.0,0.0,
02-03-2020,,South Australia,Australia,2.0,0.0,0.0,
02-03-2020,,,Italy,2.0,0.0,0.0,
02-03-2020,,,Philippines,2.0,1.0,0.0,
02-03-2020,,,Russia,2.0,0.0,0.0,
02-03-2020,,,UK,2.0,0.0,0.0,
02-03-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-03-2020,,"San Benito, CA",US,2.0,0.0,0.0,
02-03-2020,,"Santa Clara, CA",US,2.0,0.0,0.0,
02-03-2020,,,Cambodia,1.0,0.0,0.0,
02-03-2020,,British Columbia,Canada,1.0,0.0,0.0,
02-03-2020,,,Finland,1.0,0.0,0.0,
02-03-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-03-2020,,,Nepal,1.0,0.0,0.0,
02-03-2020,,,Spain,1.0,0.0,0.0,
02-03-2020,,,Sri Lanka,1.0,0.0,0.0,
02-03-2020,,,Sweden,1.0,0.0,0.0,
02-03-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-03-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-03-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-03-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-03-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-04-2020,,Hubei,Mainland China,16678.0,479.0,522.0,
02-04-2020,,Zhejiang,Mainland China,829.0,0.0,62.0,
02-04-2020,,Guangdong,Mainland China,813.0,0.0,30.0,
02-04-2020,,Henan,Mainland China,675.0,2.0,27.0,
02-04-2020,,Hunan,Mainland China,593.0,0.0,31.0,
02-04-2020,,Anhui,Mainland China,480.0,0.0,20.0,
02-04-2020,,Jiangxi,Mainland China,476.0,0.0,20.0,
02-04-2020,,Chongqing,Mainland China,366.0,2.0,9.0,
02-04-2020,,Jiangsu,Mainland China,308.0,0.0,12.0,
02-04-2020,,Sichuan,Mainland China,282.0,1.0,14.0,
02-04-2020,,Shandong,Mainland China,275.0,0.0,11.0,
02-04-2020,,Beijing,Mainland China,228.0,1.0,23.0,
02-04-2020,,Shanghai,Mainland China,219.0,1.0,12.0,
02-04-2020,,Fujian,Mainland China,194.0,0.0,3.0,
02-04-2020,,Heilongjiang,Mainland China,155.0,2.0,4.0,
02-04-2020,,Shaanxi,Mainland China,142.0,0.0,2.0,
02-04-2020,,Guangxi,Mainland China,139.0,0.0,10.0,
02-04-2020,,Hebei,Mainland China,126.0,1.0,4.0,
02-04-2020,,Yunnan,Mainland China,122.0,0.0,5.0,
02-04-2020,,Liaoning,Mainland China,81.0,0.0,2.0,
02-04-2020,,Shanxi,Mainland China,81.0,0.0,4.0,
02-04-2020,,Hainan,Mainland China,80.0,1.0,5.0,
02-04-2020,,Tianjin,Mainland China,67.0,0.0,2.0,
02-04-2020,,Guizhou,Mainland China,58.0,0.0,2.0,
02-04-2020,,Gansu,Mainland China,57.0,0.0,4.0,
02-04-2020,,Jilin,Mainland China,42.0,0.0,1.0,
02-04-2020,,Inner Mongolia,Mainland China,35.0,0.0,1.0,
02-04-2020,,Ningxia,Mainland China,34.0,0.0,1.0,
02-04-2020,,Xinjiang,Mainland China,29.0,0.0,0.0,
02-04-2020,,,Thailand,25.0,0.0,5.0,
02-04-2020,,,Singapore,24.0,0.0,0.0,
02-04-2020,,,Japan,22.0,0.0,1.0,
02-04-2020,,Hong Kong,Hong Kong,17.0,1.0,0.0,
02-04-2020,,,South Korea,16.0,0.0,0.0,
02-04-2020,,Qinghai,Mainland China,15.0,0.0,0.0,
02-04-2020,,,Germany,12.0,0.0,0.0,
02-04-2020,,Taiwan,Taiwan,11.0,0.0,0.0,
02-04-2020,,Macau,Macau,10.0,0.0,0.0,
02-04-2020,,,Malaysia,10.0,0.0,0.0,
02-04-2020,,,Vietnam,8.0,0.0,1.0,
02-04-2020,,,France,6.0,0.0,0.0,
02-04-2020,,,United Arab Emirates,5.0,0.0,0.0,
02-04-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-04-2020,,Victoria,Australia,4.0,0.0,0.0,
02-04-2020,,Queensland,Australia,3.0,0.0,0.0,
02-04-2020,,,India,3.0,0.0,0.0,
02-04-2020,,South Australia,Australia,2.0,0.0,0.0,
02-04-2020,,"Toronto, ON",Canada,2.0,0.0,0.0,
02-04-2020,,,Italy,2.0,0.0,0.0,
02-04-2020,,,Philippines,2.0,1.0,0.0,
02-04-2020,,,Russia,2.0,0.0,0.0,
02-04-2020,,,UK,2.0,0.0,0.0,
02-04-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-04-2020,,"San Benito, CA",US,2.0,0.0,0.0,
02-04-2020,,"Santa Clara, CA",US,2.0,0.0,0.0,
02-04-2020,,,Belgium,1.0,0.0,0.0,
02-04-2020,,,Cambodia,1.0,0.0,0.0,
02-04-2020,,British Columbia,Canada,1.0,0.0,0.0,
02-04-2020,,"London, ON",Canada,1.0,0.0,0.0,
02-04-2020,,,Finland,1.0,0.0,0.0,
02-04-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-04-2020,,,Nepal,1.0,0.0,0.0,
02-04-2020,,,Spain,1.0,0.0,0.0,
02-04-2020,,,Sri Lanka,1.0,0.0,0.0,
02-04-2020,,,Sweden,1.0,0.0,0.0,
02-04-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-04-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-04-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-04-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-04-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-05-2020,,Hubei,Mainland China,19665.0,549.0,633.0,
02-05-2020,,Guangdong,Mainland China,895.0,0.0,49.0,
02-05-2020,,Zhejiang,Mainland China,895.0,0.0,78.0,
02-05-2020,,Henan,Mainland China,764.0,2.0,47.0,
02-05-2020,,Hunan,Mainland China,661.0,0.0,54.0,
02-05-2020,,Jiangxi,Mainland China,548.0,0.0,27.0,
02-05-2020,,Anhui,Mainland China,530.0,0.0,23.0,
02-05-2020,,Chongqing,Mainland China,389.0,2.0,15.0,
02-05-2020,,Jiangsu,Mainland China,341.0,0.0,23.0,
02-05-2020,,Shandong,Mainland China,307.0,0.0,15.0,
02-05-2020,,Sichuan,Mainland China,301.0,1.0,24.0,
02-05-2020,,Beijing,Mainland China,253.0,1.0,24.0,
02-05-2020,,Shanghai,Mainland China,243.0,1.0,15.0,
02-05-2020,,Fujian,Mainland China,205.0,0.0,11.0,
02-05-2020,,Heilongjiang,Mainland China,190.0,2.0,7.0,
02-05-2020,,Shaanxi,Mainland China,165.0,0.0,6.0,
02-05-2020,,Guangxi,Mainland China,150.0,0.0,13.0,
02-05-2020,,Hebei,Mainland China,135.0,1.0,6.0,
02-05-2020,,Yunnan,Mainland China,128.0,0.0,5.0,
02-05-2020,,Hainan,Mainland China,99.0,1.0,5.0,
02-05-2020,,Liaoning,Mainland China,89.0,0.0,4.0,
02-05-2020,,Shanxi,Mainland China,81.0,0.0,5.0,
02-05-2020,,Tianjin,Mainland China,69.0,1.0,2.0,
02-05-2020,,Guizhou,Mainland China,64.0,1.0,9.0,
02-05-2020,,Gansu,Mainland China,62.0,0.0,6.0,
02-05-2020,,Jilin,Mainland China,54.0,0.0,2.0,
02-05-2020,,Inner Mongolia,Mainland China,42.0,0.0,3.0,
02-05-2020,,Ningxia,Mainland China,34.0,0.0,1.0,
02-05-2020,,Xinjiang,Mainland China,32.0,0.0,0.0,
02-05-2020,,,Singapore,28.0,0.0,0.0,
02-05-2020,,,Thailand,25.0,0.0,5.0,
02-05-2020,,,Japan,22.0,0.0,1.0,
02-05-2020,,Hong Kong,Hong Kong,21.0,1.0,0.0,
02-05-2020,,,South Korea,19.0,0.0,0.0,
02-05-2020,,Qinghai,Mainland China,17.0,0.0,3.0,
02-05-2020,,,Germany,12.0,0.0,0.0,
02-05-2020,,,Malaysia,12.0,0.0,0.0,
02-05-2020,,Taiwan,Taiwan,11.0,0.0,0.0,
02-05-2020,,Macau,Macau,10.0,0.0,0.0,
02-05-2020,,,Vietnam,8.0,0.0,1.0,
02-05-2020,,,France,6.0,0.0,0.0,
02-05-2020,,,United Arab Emirates,5.0,0.0,0.0,
02-05-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-05-2020,,Victoria,Australia,4.0,0.0,0.0,
02-05-2020,,Queensland,Australia,3.0,0.0,0.0,
02-05-2020,,,India,3.0,0.0,0.0,
02-05-2020,,South Australia,Australia,2.0,0.0,0.0,
02-05-2020,,British Columbia,Canada,2.0,0.0,0.0,
02-05-2020,,"Toronto, ON",Canada,2.0,0.0,0.0,
02-05-2020,,,Italy,2.0,0.0,0.0,
02-05-2020,,,Philippines,2.0,1.0,0.0,
02-05-2020,,,Russia,2.0,0.0,0.0,
02-05-2020,,,UK,2.0,0.0,0.0,
02-05-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-05-2020,,"San Benito, CA",US,2.0,0.0,0.0,
02-05-2020,,"Santa Clara, CA",US,2.0,0.0,0.0,
02-05-2020,,,Belgium,1.0,0.0,0.0,
02-05-2020,,,Cambodia,1.0,0.0,0.0,
02-05-2020,,"London, ON",Canada,1.0,0.0,0.0,
02-05-2020,,,Finland,1.0,0.0,0.0,
02-05-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-05-2020,,,Nepal,1.0,0.0,0.0,
02-05-2020,,,Spain,1.0,0.0,0.0,
02-05-2020,,,Sri Lanka,1.0,0.0,0.0,
02-05-2020,,,Sweden,1.0,0.0,0.0,
02-05-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-05-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-05-2020,,"Madison, WI",US,1.0,0.0,0.0,
02-05-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-05-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-05-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-06-2020,,Hubei,Mainland China,22112.0,618.0,817.0,
02-06-2020,,Guangdong,Mainland China,970.0,0.0,69.0,
02-06-2020,,Zhejiang,Mainland China,954.0,0.0,94.0,
02-06-2020,,Henan,Mainland China,851.0,2.0,56.0,
02-06-2020,,Hunan,Mainland China,711.0,0.0,81.0,
02-06-2020,,Jiangxi,Mainland China,600.0,0.0,37.0,
02-06-2020,,Anhui,Mainland China,591.0,0.0,34.0,
02-06-2020,,Chongqing,Mainland China,411.0,2.0,24.0,
02-06-2020,,Jiangsu,Mainland China,373.0,0.0,34.0,
02-06-2020,,Shandong,Mainland China,347.0,0.0,27.0,
02-06-2020,,Sichuan,Mainland China,321.0,1.0,31.0,
02-06-2020,,Beijing,Mainland China,274.0,1.0,31.0,
02-06-2020,,Shanghai,Mainland China,257.0,1.0,25.0,
02-06-2020,,Heilongjiang,Mainland China,227.0,3.0,8.0,
02-06-2020,,Fujian,Mainland China,215.0,0.0,14.0,
02-06-2020,,Shaanxi,Mainland China,173.0,0.0,9.0,
02-06-2020,,Guangxi,Mainland China,168.0,0.0,14.0,
02-06-2020,,Hebei,Mainland China,157.0,1.0,13.0,
02-06-2020,,Yunnan,Mainland China,133.0,0.0,7.0,
02-06-2020,,Hainan,Mainland China,106.0,1.0,8.0,
02-06-2020,,Shanxi,Mainland China,96.0,0.0,12.0,
02-06-2020,,Liaoning,Mainland China,94.0,0.0,5.0,
02-06-2020,,Tianjin,Mainland China,79.0,1.0,2.0,
02-06-2020,,Guizhou,Mainland China,71.0,1.0,6.0,
02-06-2020,,Gansu,Mainland China,62.0,0.0,6.0,
02-06-2020,,Jilin,Mainland China,59.0,0.0,4.0,
02-06-2020,,Inner Mongolia,Mainland China,46.0,0.0,4.0,
02-06-2020,,,Japan,45.0,0.0,1.0,
02-06-2020,,Ningxia,Mainland China,40.0,0.0,1.0,
02-06-2020,,Xinjiang,Mainland China,36.0,0.0,0.0,
02-06-2020,,,Singapore,28.0,0.0,0.0,
02-06-2020,,,Thailand,25.0,0.0,5.0,
02-06-2020,,Hong Kong,Hong Kong,24.0,1.0,0.0,
02-06-2020,,,South Korea,23.0,0.0,0.0,
02-06-2020,,Qinghai,Mainland China,18.0,0.0,3.0,
02-06-2020,,Taiwan,Taiwan,16.0,0.0,1.0,
02-06-2020,,,Germany,12.0,0.0,0.0,
02-06-2020,,,Malaysia,12.0,0.0,0.0,
02-06-2020,,Macau,Macau,10.0,0.0,1.0,
02-06-2020,,,Vietnam,10.0,0.0,1.0,
02-06-2020,,,France,6.0,0.0,0.0,
02-06-2020,,,United Arab Emirates,5.0,0.0,0.0,
02-06-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-06-2020,,Queensland,Australia,4.0,0.0,0.0,
02-06-2020,,Victoria,Australia,4.0,0.0,0.0,
02-06-2020,,,India,3.0,0.0,0.0,
02-06-2020,,South Australia,Australia,2.0,0.0,0.0,
02-06-2020,,British Columbia,Canada,2.0,0.0,0.0,
02-06-2020,,"Toronto, ON",Canada,2.0,0.0,0.0,
02-06-2020,,,Italy,2.0,0.0,0.0,
02-06-2020,,,Philippines,2.0,1.0,0.0,
02-06-2020,,,Russia,2.0,0.0,0.0,
02-06-2020,,,UK,2.0,0.0,0.0,
02-06-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-06-2020,,"San Benito, CA",US,2.0,0.0,0.0,
02-06-2020,,"Santa Clara, CA",US,2.0,0.0,0.0,
02-06-2020,,,Belgium,1.0,0.0,0.0,
02-06-2020,,,Cambodia,1.0,0.0,0.0,
02-06-2020,,"London, ON",Canada,1.0,0.0,0.0,
02-06-2020,,,Finland,1.0,0.0,0.0,
02-06-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-06-2020,,,Nepal,1.0,0.0,0.0,
02-06-2020,,,Spain,1.0,0.0,0.0,
02-06-2020,,,Sri Lanka,1.0,0.0,0.0,
02-06-2020,,,Sweden,1.0,0.0,0.0,
02-06-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-06-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-06-2020,,"Madison, WI",US,1.0,0.0,0.0,
02-06-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-06-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-06-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-07-2020,,Hubei,Mainland China,24953.0,699.0,1115.0,
02-07-2020,,Guangdong,Mainland China,1034.0,1.0,88.0,
02-07-2020,,Zhejiang,Mainland China,1006.0,0.0,123.0,
02-07-2020,,Henan,Mainland China,914.0,3.0,86.0,
02-07-2020,,Hunan,Mainland China,772.0,0.0,112.0,
02-07-2020,,Anhui,Mainland China,665.0,0.0,47.0,
02-07-2020,,Jiangxi,Mainland China,661.0,0.0,45.0,
02-07-2020,,Chongqing,Mainland China,426.0,2.0,31.0,
02-07-2020,,Jiangsu,Mainland China,408.0,0.0,43.0,
02-07-2020,,Shandong,Mainland China,386.0,0.0,37.0,
02-07-2020,,Sichuan,Mainland China,344.0,1.0,42.0,
02-07-2020,,Beijing,Mainland China,297.0,1.0,33.0,
02-07-2020,,Heilongjiang,Mainland China,277.0,3.0,12.0,
02-07-2020,,Shanghai,Mainland China,277.0,1.0,30.0,
02-07-2020,,Fujian,Mainland China,224.0,0.0,20.0,
02-07-2020,,Shaanxi,Mainland China,184.0,0.0,17.0,
02-07-2020,,Guangxi,Mainland China,172.0,0.0,17.0,
02-07-2020,,Hebei,Mainland China,172.0,1.0,22.0,
02-07-2020,,Yunnan,Mainland China,138.0,0.0,12.0,
02-07-2020,,Hainan,Mainland China,117.0,2.0,10.0,
02-07-2020,,Shanxi,Mainland China,104.0,0.0,15.0,
02-07-2020,,Liaoning,Mainland China,99.0,0.0,7.0,
02-07-2020,,Guizhou,Mainland China,81.0,1.0,6.0,
02-07-2020,,Tianjin,Mainland China,81.0,1.0,2.0,
02-07-2020,,Gansu,Mainland China,67.0,0.0,9.0,
02-07-2020,,Jilin,Mainland China,65.0,1.0,4.0,
02-07-2020,,Cruise Ship,Others,61.0,0.0,0.0,
02-07-2020,,Inner Mongolia,Mainland China,50.0,0.0,5.0,
02-07-2020,,Ningxia,Mainland China,43.0,0.0,5.0,
02-07-2020,,Xinjiang,Mainland China,39.0,0.0,0.0,
02-07-2020,,,Singapore,30.0,0.0,0.0,
02-07-2020,,Hong Kong,Hong Kong,25.0,1.0,0.0,
02-07-2020,,,Japan,25.0,0.0,1.0,
02-07-2020,,,Thailand,25.0,0.0,5.0,
02-07-2020,,,South Korea,24.0,0.0,1.0,
02-07-2020,,Qinghai,Mainland China,18.0,0.0,3.0,
02-07-2020,,Taiwan,Taiwan,16.0,0.0,1.0,
02-07-2020,,,Germany,13.0,0.0,0.0,
02-07-2020,,,Malaysia,12.0,0.0,1.0,
02-07-2020,,Macau,Macau,10.0,0.0,1.0,
02-07-2020,,,Vietnam,10.0,0.0,1.0,
02-07-2020,,,France,6.0,0.0,0.0,
02-07-2020,,Queensland,Australia,5.0,0.0,0.0,
02-07-2020,,,United Arab Emirates,5.0,0.0,0.0,
02-07-2020,,New South Wales,Australia,4.0,0.0,2.0,
02-07-2020,,Victoria,Australia,4.0,0.0,0.0,
02-07-2020,,British Columbia,Canada,4.0,0.0,0.0,
02-07-2020,,,India,3.0,0.0,0.0,
02-07-2020,,,Italy,3.0,0.0,0.0,
02-07-2020,,,Philippines,3.0,1.0,0.0,
02-07-2020,,,UK,3.0,0.0,0.0,
02-07-2020,,South Australia,Australia,2.0,0.0,0.0,
02-07-2020,,"Toronto, ON",Canada,2.0,0.0,0.0,
02-07-2020,,,Russia,2.0,0.0,0.0,
02-07-2020,,"Chicago, IL",US,2.0,0.0,0.0,
02-07-2020,,"San Benito, CA",US,2.0,0.0,0.0,
02-07-2020,,"Santa Clara, CA",US,2.0,0.0,0.0,
02-07-2020,,,Belgium,1.0,0.0,0.0,
02-07-2020,,,Cambodia,1.0,0.0,0.0,
02-07-2020,,"London, ON",Canada,1.0,0.0,0.0,
02-07-2020,,,Finland,1.0,0.0,0.0,
02-07-2020,,Tibet,Mainland China,1.0,0.0,0.0,
02-07-2020,,,Nepal,1.0,0.0,0.0,
02-07-2020,,,Spain,1.0,0.0,0.0,
02-07-2020,,,Sri Lanka,1.0,0.0,0.0,
02-07-2020,,,Sweden,1.0,0.0,0.0,
02-07-2020,,"Boston, MA",US,1.0,0.0,0.0,
02-07-2020,,"Los Angeles, CA",US,1.0,0.0,0.0,
02-07-2020,,"Madison, WI",US,1.0,0.0,0.0,
02-07-2020,,"Orange, CA",US,1.0,0.0,0.0,
02-07-2020,,"Seattle, WA",US,1.0,0.0,0.0,
02-07-2020,,"Tempe, AZ",US,1.0,0.0,0.0,
02-08-2020,,Hubei,Mainland China,27100.0,780.0,1439.0,
